MDS1,MDS2
-3.29046340038823,-1.9129581185839593
1.0554438306107576,1.2334972177044392
0.3023533825612261,-0.10656178718259392
1.584836368596652,1.5509186845380663
-3.3147239657759013,-2.586409018335833
2.133094312854819,0.07158479044586571
-0.9823820197784117,3.2784523332338225
0.9609123116842473,2.128772064069737
3.700495628387213,-0.16662644140934746
2.7268928828471894,2.368110654735334
-0.5147913021422077,2.6282651351704764
2.086185806072578,-0.19152883727457967
-0.7947935536706336,2.2126069217333133
-1.538482102933319,1.1637428294847407
2.36147603883535,0.12893656348794727
1.6930174330979246,2.8676197448251277
2.3297743140763307,1.6803954860550738
1.1982147227522812,-0.7707833463609468
-2.461988360022551,-3.018008026793939
-1.7953455862334986,1.4828764579103737
0.671689988592811,-1.7124010941142649
1.3531562346921617,1.72815594865463
-0.5403713564880713,-1.5295790489783316
2.1263424209576054,-0.9301290725194885
-0.8105047248361615,1.749192603530404
1.406712159771943,2.1346591261369814
-2.4355492760589685,-2.8085463466834804
-2.9686542095113952,-2.9519352898414453
-2.4527589009689668,-3.7063195944936496
0.5849726085433503,-0.3490189227209147
-2.0210953367339,0.7101838174262343
-2.3264389387787383,-3.1326373210652685
3.5203621357985617,0.7782007338167817
-3.3376611967056684,-4.89225591207607
-3.9026070222385476,-5.59537007140321
3.134950040124768,-1.3592118205637405
0.5724419401101991,1.9923948332597243
2.0549725724338592,-0.49418117406285633
-2.3774524374278565,-1.9473937042270044
-1.7599692165687257,-2.257706486715523
2.384501196056634,-0.0014873624950145644
1.504198860967725,1.886871952454906
4.847540672297254,1.2893048766303665
1.2930949682791335,1.6570255925621484
1.6463219258316115,2.3282124530955866
-3.6256931452666525,-3.431148577027844
2.4077464624068283,2.07858608923911
-1.3626462881579329,-1.016899961875239
1.7784433949873002,-1.0502670708170698
1.3339259575848126,-0.8957310213614477
1.4673463138919833,-1.0503218717010672
-0.3293399594170586,-0.5748728322004397
1.3310966515819185,-0.6336693834185689
-2.607068431138496,-2.744037808317893
-1.895185404419117,-1.672285486499457
1.7664284776326282,2.6176073657084205
-0.03381377879404493,-1.0918826099502434
-1.9406607534835083,-1.886147879905675
-3.0306400858684777,1.2084649489291275
1.9653644013174436,2.680002679362781
2.3326029359731906,1.5478811339885077
-1.2603688184441975,-1.769376309668845
-2.1122795484581323,-3.46087288948164
0.3473788866456461,4.346827550851439
2.4608472053757042,2.1006630429173314
-1.266120361459864,-1.9710094920921457
2.8591233497311226,2.387896765640022
1.6023400885513006,-0.6243663078819253
0.7839283488346507,-1.511363336644985
-2.438174624045371,-3.587113324101595
-2.1607987917262252,-3.755203799752761
0.35989854192191556,-1.2349957730937198
-0.2927380069229154,-2.976120821478439
0.09154911305113474,0.314892975136588
1.062136829685281,-1.2068687180380313
2.033313928671888,1.599935723346257
2.2642636795105844,2.591745178475684
-0.599638315161097,-0.02423459108832302
-1.0501843838353504,0.033970612884069315
0.6116949634958498,0.7923593931110792
-2.15996834433692,0.6323777674511536
1.93678965368556,1.9894822916631023
3.1266378099516685,1.0297118728599015
2.635378439722845,1.9777441304136396
4.05207347842603,-3.054053916992894
0.8941233973343415,3.3771006965716297
-0.9738853269324438,1.6287229748084802
0.4816008852026944,1.4165318790279702
-1.412107315957639,-1.5061252222730075
0.9398075193678311,-3.3427706402979767
-0.4105903995331297,2.31462393252668
-1.9078393128741642,1.710770282067962
-2.3107632532371416,0.40278719660899015
1.3112495950596765,2.190315527395742
-0.40669375529369006,2.2572015498467386
-1.2945255197670025,-4.423304824746091
-1.798356026945672,-3.4466684487282806
0.6283772667438918,0.4487570033403305
1.1345845563658807,1.527104834473166
2.0754177762876433,3.2977848497351108
1.8506343287386227,2.0743307739866994
-2.1261888373855244,-1.8666771920465557
-2.023692314604931,-2.169388677016139
-0.031400678868346014,0.9990237960797218
-0.5097357382812081,3.1875438549709503
-3.295823539598961,-3.728515744500813
1.7247049561399008,1.7857574931740956
-3.266097394122973,0.21309555431768576
-1.6828656086799347,-3.798619011122238
1.4103480567462303,0.03813979525616026
2.2258775822058348,-0.4781213645785693
-2.50304471994188,0.637653225243877
0.9931062263049498,1.9086382667190585
3.377327861940093,1.9233579112673924
-1.7527999621994623,2.2661076981183434
1.2795194592138674,1.6029866924790708
0.6187149942037297,0.05629086722647124
-3.1275123059113037,-2.5025972552225433
-1.2049441722130387,-0.21653667509931962
-0.8768088796457252,-2.11761081221009
-2.1916871758510523,1.301739470068197
-1.8028699818413672,1.3377493338781685
2.448265730286312,1.8806404987621652
-1.6399573300319124,4.115116548252797
1.0009183415562064,-0.9850604669490709
-4.181340787451867,-3.1344465777631236
-3.5089424882384654,-4.893126361805448
-0.832319041864377,2.798790882686497
0.0010816699990546987,0.38225582619982246
2.470571187192011,1.9588745467310955
-0.9848590853735298,1.8919697151409907
-2.1585857471451275,-0.8850113975139042
-1.5955111973268143,1.2467000410314106
-0.10299252093049258,0.29930819884138826
1.3784413157996234,-0.6584116255077114
-3.1332225407845877,-0.14025462227571506
1.0936769642438338,-1.7704928919072356
1.816979719283196,-1.2970315794587524
-1.0768007124597578,0.16631660088219105
1.978521285420419,1.4902709986339069
2.3427640063417643,2.4799396261197426
-0.14883740384826802,2.783848484256056
1.819510368501902,1.3943568348242923
1.1799956576113346,3.15875675091031
-1.3508832684607353,-1.5675824387495476
1.85623590491119,-0.3336330723674539
2.016566103846548,-0.6784876379252911
1.6478594038789987,-0.8359273742154943
1.890048763604969,-3.1261387250122326
2.7523863279298952,3.156539793448395
-1.1552211222365503,-1.2426482255166358
-0.631858352404939,2.0717599127850854
-1.243618355269345,-2.310867419849872
1.3274860012834706,1.855538326232669
-0.13589590249918654,-0.001085916786676619
-2.627320118456937,-5.785425866321771
2.802886580066924,0.8697504547973458
1.409763039682834,2.059935562941089
1.6661414764692497,2.0298343601312228
-3.422439277263717,0.5066362707508054
-4.212813795241603,-4.388690542343796
0.24269949687364692,-2.327022890164674
0.9978927369421521,3.2907333549260867
-2.2264430817882395,-5.547013385796393
2.715832357425871,1.813386645246578
0.15497022136115085,0.7614596330496807
-1.850634410732011,-1.872710222470361
0.6115898714195798,-0.8567379672017406
2.4618713962057464,2.2703883960064277
2.6359955359762415,2.0617238438926035
-1.320930362733112,1.3869620811075096
-2.445516827211102,1.2175284956051047
-2.562762274460731,-2.517345317756388
0.17243447907764026,1.5289818382356073
-2.8937772996222253,-0.2162634984978544
-1.8857557664343594,-2.680720908078825
1.89477090821893,-3.2204035063210674
2.5433157533693853,-0.15977389224934763
0.7770184677424038,0.5051141451326102
1.0810953617899723,0.9487626137795001
-2.12277155343858,1.5736063115679906
-2.6241165509133992,1.3015299216323044
-2.504978092907137,-2.250968643078796
1.040280367858401,2.0266968440823256
-0.194173192155294,2.7388188432312996
2.3408740710787317,1.6049277187222104
2.82028245558368,0.318327880370103
3.5028258875195033,-1.0811094245375514
-1.3736203371356166,1.9599430760728915
-3.303691010573264,0.5429785496321273
1.2627864116990237,-0.9596114468651544
-0.33358229125781375,0.7972099200554821
-2.832106609435196,-0.38602915262825
-2.1344197093700314,-2.1284324091175946
-1.4920111740384268,-2.6511722926696715
